CustomerID,LocationType,CurrentISP,MonthlyInternetSpeed,MonthlyDataUsage,MonthlyBill,ContractType,ComplaintFrequency,CustomerTenure,ServiceOutages,StarlinkAwareness,Churn
CUST0294,Urban,SLT,12.4,125.5,3975.0,Prepaid,0,76,0.0,No,Yes
CUST0295,Urban,Dialog,23.7,205.2,2437.0,Postpaid,2,104,0.4,No,No
CUST0296,Urban,Dialog,19.4,64.6,4522.0,Postpaid,0,104,1.1,Yes,No
CUST0297,Rural,Dialog,1.0,168.8,2444.0,Prepaid,3,47,0.0,No,Yes
CUST0298,Urban,Dialog,45.5,190.0,2450.0,Prepaid,1,43,4.2,No,No
CUST0299,Rural,Dialog,35.9,88.6,2590.0,Prepaid,0,20,5.7,Yes,No
CUST0300,Urban,Dialog,21.2,106.1,4260.0,Prepaid,0,33,1.1,Yes,No
CUST0301,Urban,Airtel,25.2,68.2,2883.0,Postpaid,1,93,4.3,Yes,No
CUST0302,Urban,SLT,13.3,109.8,2152.0,Prepaid,1,16,5.7,Yes,No
CUST0303,Urban,SLT,42.0,118.2,2894.0,Prepaid,0,78,7.1,No,No
CUST0304,Rural,Dialog,44.0,153.0,3468.0,Prepaid,1,7,5.5,Yes,No
CUST0305,Rural,Mobitel,26.6,174.5,2319.0,Postpaid,0,70,6.0,Yes,No
CUST0306,Rural,Dialog,35.2,82.6,2348.0,Prepaid,1,21,4.9,No,No
CUST0307,Urban,Dialog,26.8,21.6,5611.0,Postpaid,4,36,2.0,No,Yes
CUST0308,Urban,SLT,11.6,118.9,2639.0,Prepaid,1,86,2.6,No,No
CUST0309,Rural,Dialog,20.9,134.7,3177.0,Prepaid,0,104,1.0,Yes,No
CUST0310,Urban,Dialog,26.3,132.5,3133.0,Prepaid,0,54,9.5,No,No
CUST0311,Urban,SLT,20.5,103.7,3079.0,Prepaid,0,19,0.6,No,No
CUST0312,Urban,Airtel,22.8,126.2,4121.0,Prepaid,1,25,7.9,No,No
CUST0313,Urban,SLT,24.1,195.8,4448.0,Prepaid,1,67,0.6,No,No
CUST0314,Rural,Airtel,24.2,139.1,3194.0,Postpaid,2,100,7.3,No,No
CUST0315,Rural,Mobitel,25.5,101.3,2264.0,Postpaid,1,109,7.9,No,Yes
CUST0316,Rural,Dialog,14.4,95.0,4774.0,Prepaid,0,53,8.5,No,Yes
CUST0317,Urban,Dialog,17.8,111.5,3405.0,Prepaid,2,98,1.9,Yes,No
CUST0318,Urban,Dialog,12.2,201.8,5230.0,Postpaid,0,75,5.5,Yes,No
CUST0319,Urban,SLT,34.8,110.8,1254.0,Postpaid,0,48,3.2,Yes,No
CUST0320,Urban,SLT,3.9,119.0,3695.0,Prepaid,2,42,2.3,Yes,No
CUST0321,Urban,Mobitel,36.5,95.9,5419.0,Postpaid,2,47,5.1,Yes,No
CUST0322,Rural,Airtel,38.9,174.9,3147.0,Postpaid,3,91,7.4,No,Yes
CUST0323,Rural,SLT,22.0,218.0,3275.0,Postpaid,2,42,3.2,Yes,Yes
CUST0324,Urban,Dialog,1.0,142.5,3796.0,Prepaid,0,2,6.0,No,Yes
CUST0325,Rural,Airtel,21.4,124.1,2941.0,Prepaid,1,6,2.3,No,No
CUST0326,Rural,Mobitel,24.4,121.8,3188.0,Prepaid,1,46,1.9,Yes,Yes
CUST0327,Urban,Airtel,14.9,1.0,3162.0,Postpaid,0,66,4.0,No,No
CUST0328,Rural,Dialog,19.8,157.3,2873.0,Postpaid,0,106,4.2,Yes,No
CUST0329,Urban,SLT,40.3,126.7,4729.0,Prepaid,0,81,7.0,No,No
CUST0330,Urban,Dialog,31.6,141.4,3961.0,Postpaid,0,40,1.2,No,No
CUST0331,Urban,Dialog,15.8,84.4,3751.0,Postpaid,1,58,11.5,Yes,Yes
CUST0332,Rural,Dialog,9.0,100.8,4309.0,Postpaid,2,112,0.0,No,No
CUST0333,Urban,SLT,21.7,99.4,3236.0,Postpaid,1,78,5.7,No,No
CUST0334,Urban,SLT,22.9,171.1,2726.0,Postpaid,1,74,4.1,Yes,No
CUST0335,Urban,Dialog,30.0,101.1,2897.0,Prepaid,0,109,3.1,No,No
CUST0336,Urban,Dialog,19.6,224.1,3502.0,Postpaid,0,33,4.5,No,No
CUST0337,Rural,SLT,30.1,141.5,2441.0,Postpaid,0,106,7.0,Yes,No
CUST0338,Rural,Dialog,44.4,56.2,3000.0,Prepaid,1,62,7.5,No,No
CUST0339,Urban,Dialog,33.2,113.6,2984.0,Prepaid,4,118,4.3,Yes,No
CUST0340,Urban,SLT,24.5,87.4,5625.0,Postpaid,1,12,6.0,No,No
CUST0341,Urban,Airtel,23.2,10.3,726.0,Prepaid,3,96,1.0,Yes,No
CUST0342,Urban,Dialog,21.4,200.0,3320.0,Postpaid,1,49,4.4,No,No
CUST0343,Urban,Dialog,36.8,155.2,5226.0,Prepaid,0,88,6.2,No,No
CUST0344,Urban,Dialog,18.7,146.7,3622.0,Prepaid,1,78,0.0,Yes,No
CUST0345,Urban,Mobitel,25.5,128.3,4253.0,Prepaid,1,5,5.2,Yes,Yes
CUST0346,Rural,SLT,25.5,50.9,3600.0,Prepaid,2,51,4.5,Yes,No
CUST0347,Rural,SLT,20.0,95.8,2833.0,Postpaid,2,69,8.8,No,No
CUST0348,Urban,Dialog,11.3,162.1,1258.0,Postpaid,1,111,5.5,Yes,No
CUST0349,Urban,SLT,28.2,67.4,3705.0,Prepaid,0,32,6.4,No,No
CUST0350,Rural,Dialog,24.4,1.0,2724.0,Prepaid,1,109,4.2,No,No
CUST0351,Urban,SLT,30.0,108.6,2700.0,Prepaid,2,49,6.9,No,No
CUST0352,Rural,Mobitel,19.7,112.9,3001.0,Prepaid,0,97,6.7,Yes,Yes
CUST0353,Rural,SLT,37.2,126.8,5245.0,Postpaid,1,60,1.1,Yes,No
CUST0354,Urban,Airtel,16.2,156.4,5905.0,Prepaid,1,46,5.9,No,No
CUST0355,Urban,Airtel,42.1,151.9,3717.0,Prepaid,1,68,8.5,No,No
CUST0356,Rural,Dialog,7.5,132.9,3035.0,Prepaid,0,94,8.0,No,No
CUST0357,Urban,Mobitel,29.3,179.8,2323.0,Prepaid,0,41,5.1,No,No
CUST0358,Urban,Dialog,29.8,44.1,3969.0,Prepaid,0,81,6.0,Yes,No
CUST0359,Rural,SLT,17.0,145.2,5283.0,Prepaid,0,67,7.7,No,No
CUST0360,Urban,Dialog,29.2,151.3,3253.0,Postpaid,0,13,1.6,Yes,No
CUST0361,Urban,Dialog,37.8,58.0,1121.0,Postpaid,2,108,6.4,No,No
CUST0362,Rural,SLT,2.8,44.9,4170.0,Postpaid,3,112,0.0,No,No
CUST0363,Urban,Dialog,30.0,82.7,4485.0,Prepaid,1,100,7.6,Yes,Yes
CUST0364,Urban,SLT,1.0,86.9,1914.0,Prepaid,0,18,3.8,No,No
CUST0365,Rural,SLT,15.3,157.7,3676.0,Postpaid,2,87,4.7,No,No
CUST0366,Urban,Dialog,41.3,89.3,3951.0,Postpaid,1,99,3.3,No,No
CUST0367,Rural,Dialog,19.2,77.2,3427.0,Postpaid,0,113,4.9,Yes,Yes
CUST0368,Rural,SLT,13.3,89.4,2709.0,Prepaid,0,97,5.8,Yes,Yes
CUST0369,Urban,Dialog,23.0,175.9,4516.0,Prepaid,3,51,7.3,Yes,Yes
CUST0370,Urban,Airtel,45.7,120.7,3097.0,Postpaid,1,118,8.9,Yes,Yes
CUST0371,Urban,SLT,6.7,111.0,2015.0,Postpaid,0,36,5.1,No,No
CUST0372,Urban,Airtel,14.5,114.5,1451.0,Postpaid,1,81,0.0,No,Yes
CUST0373,Urban,SLT,40.0,184.6,4761.0,Postpaid,0,103,8.9,Yes,No
CUST0374,Rural,SLT,43.6,82.5,4117.0,Postpaid,1,34,0.6,No,No
CUST0375,Urban,SLT,24.0,185.8,3588.0,Postpaid,0,12,3.7,No,No
CUST0376,Urban,Dialog,12.6,130.5,3060.0,Postpaid,0,5,3.5,Yes,No
CUST0377,Rural,Dialog,46.0,112.0,2971.0,Postpaid,0,48,5.0,Yes,No
CUST0378,Urban,Airtel,40.9,245.0,2424.0,Postpaid,0,104,1.2,Yes,No
CUST0379,Rural,SLT,31.8,67.2,3069.0,Prepaid,0,119,1.1,No,No
CUST0380,Urban,Airtel,16.9,102.3,1380.0,Prepaid,1,91,4.9,No,No
CUST0381,Urban,Airtel,24.5,58.4,2764.0,Postpaid,1,40,2.6,No,No
CUST0382,Rural,Airtel,23.4,167.6,3189.0,Prepaid,1,13,9.0,Yes,No
CUST0383,Rural,Mobitel,28.3,204.5,4110.0,Postpaid,0,26,3.3,No,Yes
CUST0384,Rural,SLT,39.5,203.5,3460.0,Prepaid,1,14,1.9,Yes,No
CUST0385,Rural,Dialog,33.8,181.2,4295.0,Prepaid,0,96,10.0,No,Yes
CUST0386,Rural,SLT,14.2,110.1,4849.0,Postpaid,0,11,6.4,No,No
CUST0387,Urban,Dialog,38.8,101.7,4558.0,Prepaid,1,38,13.2,Yes,Yes
CUST0388,Urban,SLT,28.1,36.4,3971.0,Prepaid,2,80,0.0,No,No
CUST0389,Rural,Airtel,31.9,221.8,3512.0,Prepaid,1,119,5.6,No,No
CUST0390,Rural,SLT,39.7,143.4,2519.0,Postpaid,0,57,6.5,No,Yes
CUST0391,Rural,Dialog,13.9,95.4,4240.0,Prepaid,0,22,5.1,Yes,No
CUST0392,Urban,Dialog,24.6,186.4,5180.0,Postpaid,0,111,3.9,No,Yes
CUST0393,Urban,SLT,19.7,71.4,3842.0,Prepaid,0,16,8.7,No,No
CUST0394,Rural,Dialog,9.3,140.3,5417.0,Postpaid,0,77,6.4,No,Yes
CUST0395,Urban,Airtel,28.5,111.4,1974.0,Prepaid,0,76,0.0,Yes,No
CUST0396,Rural,Dialog,50.1,151.9,2346.0,Prepaid,3,82,2.4,No,No
CUST0397,Rural,Dialog,6.6,116.8,4355.0,Prepaid,1,29,1.5,Yes,No
CUST0398,Urban,Dialog,24.7,47.5,3764.0,Prepaid,0,82,4.6,No,No
CUST0399,Rural,SLT,31.4,123.8,4814.0,Postpaid,0,110,7.8,Yes,No
CUST0400,Rural,SLT,26.2,172.4,3485.0,Prepaid,2,2,3.9,Yes,No
CUST0401,Urban,Dialog,23.9,118.5,2632.0,Prepaid,0,54,4.2,No,No
CUST0402,Rural,Dialog,12.0,158.8,3286.0,Postpaid,1,2,2.1,No,Yes
CUST0403,Urban,SLT,27.3,67.7,1967.0,Prepaid,0,3,7.3,No,Yes
CUST0404,Rural,Dialog,17.4,118.7,2371.0,Prepaid,0,93,8.7,No,No
CUST0405,Urban,SLT,3.1,88.8,4472.0,Postpaid,1,56,4.9,Yes,Yes
CUST0406,Rural,SLT,36.9,157.3,4373.0,Postpaid,0,72,9.7,Yes,Yes
CUST0407,Urban,Dialog,34.6,121.6,3863.0,Prepaid,0,11,3.4,No,No
CUST0408,Urban,Dialog,25.5,154.5,1779.0,Prepaid,2,76,0.8,Yes,No
CUST0409,Rural,Mobitel,27.3,174.4,3142.0,Postpaid,4,32,7.4,No,No
CUST0410,Urban,SLT,35.7,154.6,2275.0,Prepaid,1,4,4.7,No,No
CUST0411,Urban,SLT,27.2,133.7,4677.0,Postpaid,2,9,3.3,No,Yes
CUST0412,Rural,Dialog,34.0,70.1,2916.0,Prepaid,4,88,5.2,No,Yes
CUST0413,Rural,SLT,22.0,119.9,2414.0,Postpaid,3,113,0.2,Yes,Yes
CUST0414,Urban,Dialog,38.1,93.3,3530.0,Prepaid,1,56,0.0,No,No
CUST0415,Rural,SLT,28.2,102.8,2860.0,Postpaid,0,16,5.3,No,No
CUST0416,Urban,Mobitel,26.9,101.3,4984.0,Prepaid,2,81,6.3,No,No
CUST0417,Urban,Dialog,12.3,71.0,2765.0,Postpaid,0,111,9.2,No,No
CUST0418,Urban,Dialog,27.9,22.1,2101.0,Prepaid,3,116,7.7,No,No
CUST0419,Rural,Dialog,16.7,86.6,1347.0,Prepaid,0,86,6.9,No,No
CUST0420,Rural,Dialog,18.6,129.7,3469.0,Postpaid,0,71,8.8,Yes,No
CUST0421,Rural,Dialog,16.8,52.6,2938.0,Postpaid,0,10,6.5,No,No
CUST0422,Rural,Dialog,14.3,120.8,2071.0,Postpaid,1,93,4.0,Yes,Yes
CUST0423,Urban,Airtel,46.2,215.0,4689.0,Prepaid,1,36,7.7,Yes,No
CUST0424,Urban,SLT,38.3,171.2,4167.0,Postpaid,2,24,7.6,Yes,No
CUST0425,Urban,Dialog,44.2,202.2,3472.0,Prepaid,1,64,5.0,Yes,No
CUST0426,Urban,Mobitel,12.8,139.6,4864.0,Postpaid,0,56,1.4,Yes,Yes
CUST0427,Urban,Dialog,25.7,178.4,4163.0,Postpaid,1,110,0.0,No,No
CUST0428,Rural,Mobitel,12.1,83.8,2677.0,Prepaid,2,78,7.5,Yes,Yes
CUST0429,Urban,Dialog,18.0,87.8,2461.0,Postpaid,0,78,6.4,No,No
CUST0430,Urban,Airtel,15.8,1.0,4318.0,Postpaid,2,89,6.9,Yes,Yes
CUST0431,Urban,SLT,37.4,179.3,3896.0,Prepaid,2,110,7.6,No,No
CUST0432,Rural,Airtel,21.0,197.0,3670.0,Postpaid,0,22,2.3,Yes,No
CUST0433,Rural,Mobitel,35.7,92.3,2654.0,Prepaid,2,52,0.0,Yes,No
CUST0434,Urban,Dialog,31.0,107.3,4108.0,Postpaid,2,50,6.5,Yes,No
CUST0435,Urban,Mobitel,48.0,82.3,2745.0,Prepaid,2,47,8.6,No,Yes
CUST0436,Rural,Dialog,10.2,139.1,3398.0,Prepaid,0,23,6.1,No,No
CUST0437,Urban,Dialog,37.6,176.2,4947.0,Prepaid,1,96,0.5,Yes,No
CUST0438,Rural,Dialog,36.5,32.9,2839.0,Postpaid,1,90,5.7,Yes,Yes
CUST0439,Rural,SLT,15.3,140.5,1927.0,Postpaid,1,115,1.6,Yes,Yes
CUST0440,Urban,Dialog,35.1,106.2,2447.0,Postpaid,2,91,0.4,No,No
CUST0441,Urban,SLT,28.4,125.7,4494.0,Prepaid,2,109,5.0,No,Yes
CUST0442,Rural,SLT,22.7,142.9,3755.0,Prepaid,1,76,5.5,Yes,Yes
CUST0443,Urban,Airtel,16.8,110.6,3371.0,Postpaid,1,83,4.7,Yes,Yes
CUST0444,Urban,Airtel,17.8,114.8,2991.0,Postpaid,0,19,6.3,No,No
CUST0445,Rural,SLT,45.5,109.3,3985.0,Prepaid,1,52,2.6,Yes,Yes
CUST0446,Rural,Dialog,25.0,168.5,2651.0,Prepaid,1,34,5.3,No,No
CUST0447,Rural,Dialog,32.8,140.9,3806.0,Postpaid,1,96,3.5,Yes,Yes
CUST0448,Rural,Dialog,17.1,131.0,2769.0,Prepaid,1,29,4.2,No,Yes
CUST0449,Urban,Dialog,17.2,56.5,2602.0,Postpaid,2,61,5.8,No,No
CUST0450,Urban,Dialog,35.8,101.1,2863.0,Postpaid,2,85,8.2,No,No
CUST0451,Rural,Dialog,11.5,164.9,3125.0,Postpaid,1,35,5.9,No,Yes
CUST0452,Urban,Mobitel,20.8,121.9,3451.0,Postpaid,0,106,6.9,No,No
CUST0453,Urban,SLT,25.3,153.0,3735.0,Prepaid,4,5,5.0,No,Yes
CUST0454,Rural,Dialog,26.1,208.3,500.0,Postpaid,0,76,6.5,Yes,Yes
CUST0455,Urban,SLT,23.2,171.9,2692.0,Postpaid,1,7,8.1,No,No
CUST0456,Urban,Dialog,29.0,124.7,3108.0,Prepaid,0,41,10.6,No,No
CUST0457,Urban,SLT,31.9,94.5,5005.0,Postpaid,2,2,8.6,No,No
CUST0458,Urban,SLT,32.3,1.0,2420.0,Prepaid,2,89,4.8,Yes,No
CUST0459,Urban,SLT,15.1,111.6,3663.0,Postpaid,1,10,8.4,No,Yes
CUST0460,Urban,SLT,22.2,103.7,4995.0,Prepaid,3,102,6.6,No,No
CUST0461,Urban,Mobitel,36.9,139.5,2187.0,Postpaid,0,44,3.2,No,No
CUST0462,Rural,Airtel,33.9,112.3,3894.0,Prepaid,0,70,6.7,Yes,No
CUST0463,Rural,SLT,11.3,104.0,2698.0,Prepaid,1,91,1.6,Yes,No
CUST0464,Urban,SLT,28.5,31.0,2995.0,Postpaid,1,35,6.7,Yes,No
CUST0465,Rural,SLT,5.2,73.0,2697.0,Postpaid,1,62,10.3,No,Yes
CUST0466,Urban,Dialog,25.5,143.8,2768.0,Prepaid,1,74,7.5,No,No
CUST0467,Urban,Dialog,44.0,205.8,6222.0,Prepaid,0,73,8.6,No,No
CUST0468,Rural,Dialog,15.5,115.1,4344.0,Prepaid,2,20,3.9,No,Yes
CUST0469,Urban,SLT,16.7,136.4,4602.0,Postpaid,0,101,6.4,No,No
CUST0470,Rural,SLT,32.6,167.6,3992.0,Postpaid,1,35,7.1,No,No
CUST0471,Urban,Dialog,9.6,79.5,1894.0,Postpaid,1,37,4.1,No,No
CUST0472,Rural,Mobitel,18.7,138.3,3895.0,Postpaid,0,104,7.1,No,Yes
CUST0473,Urban,Mobitel,31.0,83.0,4573.0,Postpaid,1,72,6.4,No,No
CUST0474,Rural,Airtel,18.7,163.2,2647.0,Prepaid,1,110,7.1,No,Yes
CUST0475,Urban,SLT,22.6,127.6,4465.0,Prepaid,1,54,1.9,Yes,No
CUST0476,Rural,Airtel,32.4,134.9,4204.0,Postpaid,2,95,8.8,Yes,Yes
CUST0477,Urban,Dialog,29.2,80.9,5352.0,Postpaid,4,113,6.4,No,No
CUST0478,Urban,Airtel,27.7,155.4,3082.0,Postpaid,0,107,4.6,No,No
CUST0479,Rural,Dialog,21.6,224.2,2402.0,Postpaid,1,80,4.7,No,No
CUST0480,Urban,Airtel,28.7,69.6,3138.0,Postpaid,1,28,4.9,Yes,No
CUST0481,Rural,Dialog,23.8,103.0,4936.0,Postpaid,2,70,2.5,No,No
CUST0482,Rural,Airtel,29.6,131.6,1672.0,Prepaid,2,32,8.6,No,No
CUST0483,Urban,Mobitel,20.0,159.3,1432.0,Prepaid,1,92,7.9,No,No
CUST0484,Rural,Dialog,23.2,92.0,3589.0,Postpaid,1,11,8.1,No,Yes
CUST0485,Urban,SLT,15.1,1.0,3057.0,Postpaid,2,42,9.5,No,No
CUST0486,Rural,Mobitel,24.6,188.0,3508.0,Prepaid,1,23,5.6,No,No
CUST0487,Urban,SLT,16.9,158.0,4445.0,Prepaid,2,30,0.0,No,No
CUST0488,Urban,Airtel,13.9,32.9,2947.0,Prepaid,1,9,6.9,Yes,Yes
CUST0489,Rural,SLT,27.6,89.6,1627.0,Prepaid,1,92,6.8,Yes,No
CUST0490,Rural,Dialog,27.1,198.4,5544.0,Postpaid,0,88,9.7,Yes,No
CUST0491,Urban,Dialog,32.8,192.4,2503.0,Prepaid,1,59,8.2,Yes,Yes
CUST0492,Rural,Dialog,20.7,166.9,2441.0,Postpaid,0,28,5.4,Yes,Yes
CUST0493,Urban,Airtel,29.1,111.2,4604.0,Prepaid,1,88,4.6,Yes,No
CUST0494,Urban,Dialog,30.5,124.1,3116.0,Postpaid,1,79,8.0,Yes,No
CUST0495,Urban,SLT,29.4,113.5,3437.0,Prepaid,2,103,0.0,Yes,No
CUST0496,Urban,SLT,16.7,176.4,3983.0,Postpaid,0,114,5.7,Yes,No
CUST0497,Urban,SLT,26.5,76.2,4584.0,Postpaid,2,33,7.8,Yes,No
CUST0498,Urban,Airtel,28.6,79.7,3167.0,Postpaid,1,47,4.6,No,No
CUST0499,Rural,Mobitel,25.1,170.5,5020.0,Prepaid,1,98,3.9,No,No
CUST0500,Rural,SLT,4.1,117.8,1364.0,Prepaid,0,22,5.9,Yes,Yes
CUST0501,Rural,Airtel,26.6,188.9,4260.0,Prepaid,1,29,9.0,No,Yes
CUST0502,Urban,Airtel,47.1,86.4,2660.0,Prepaid,2,34,6.4,No,No
CUST0503,Urban,SLT,21.4,117.3,4872.0,Postpaid,0,42,3.0,No,No
CUST0504,Rural,Mobitel,17.7,73.9,3642.0,Postpaid,3,52,8.7,Yes,Yes
CUST0505,Rural,Dialog,28.7,120.4,2827.0,Postpaid,0,47,9.2,No,No
CUST0506,Urban,Dialog,28.1,46.1,4163.0,Postpaid,3,74,2.6,Yes,No
CUST0507,Rural,Airtel,36.9,95.6,4393.0,Prepaid,0,51,13.4,Yes,No
CUST0508,Rural,SLT,12.4,48.2,4142.0,Prepaid,2,118,5.0,Yes,Yes
CUST0509,Rural,Airtel,32.3,154.7,2470.0,Prepaid,0,45,7.8,Yes,No
CUST0510,Rural,Airtel,30.9,155.8,3016.0,Postpaid,1,94,7.2,No,No
CUST0511,Rural,Dialog,23.6,33.5,3496.0,Postpaid,1,75,2.9,No,No
CUST0512,Urban,Airtel,28.4,186.7,3459.0,Prepaid,1,118,3.6,No,No
CUST0513,Rural,SLT,35.3,244.9,4250.0,Prepaid,1,34,5.2,Yes,No
CUST0514,Rural,SLT,33.7,122.3,1485.0,Postpaid,1,21,0.0,Yes,No
CUST0515,Urban,SLT,13.6,87.9,3834.0,Postpaid,3,13,7.5,Yes,Yes
CUST0516,Urban,Mobitel,33.2,261.2,3210.0,Postpaid,4,54,0.0,Yes,No
CUST0517,Urban,Dialog,24.4,54.1,2661.0,Prepaid,1,25,5.0,No,Yes
CUST0518,Rural,SLT,25.7,121.0,2758.0,Prepaid,0,118,3.0,No,No
CUST0519,Rural,SLT,25.7,129.0,3285.0,Postpaid,0,21,6.7,No,No
CUST0520,Urban,Airtel,23.5,187.3,500.0,Postpaid,0,1,0.0,No,No
CUST0521,Urban,SLT,36.9,138.0,2799.0,Prepaid,3,58,0.0,No,No
CUST0522,Urban,Dialog,24.2,95.1,2624.0,Postpaid,1,69,3.2,Yes,No
CUST0523,Rural,Dialog,13.8,72.4,4033.0,Postpaid,1,117,6.6,No,No
CUST0524,Rural,Dialog,21.1,102.9,2694.0,Prepaid,2,86,5.7,No,No
CUST0525,Rural,Airtel,26.8,69.7,3285.0,Prepaid,1,71,8.2,No,Yes
CUST0526,Urban,Dialog,37.3,122.4,5042.0,Prepaid,1,13,5.3,No,No
CUST0527,Urban,Dialog,31.0,91.8,4494.0,Prepaid,2,109,4.9,Yes,No
CUST0528,Urban,Mobitel,16.5,45.3,4402.0,Postpaid,1,52,1.8,No,No
CUST0529,Urban,Dialog,49.9,182.8,3000.0,Prepaid,1,23,4.3,No,No
CUST0530,Rural,Mobitel,27.6,95.1,4043.0,Postpaid,0,21,4.9,No,No
CUST0531,Rural,SLT,37.8,56.6,3266.0,Postpaid,0,6,0.0,No,No
CUST0532,Rural,Airtel,23.5,111.6,3304.0,Prepaid,1,20,2.3,Yes,No
CUST0533,Rural,Dialog,30.3,123.4,3910.0,Prepaid,2,76,6.4,No,No
CUST0534,Urban,Dialog,33.4,32.7,2903.0,Postpaid,2,40,5.5,Yes,No
CUST0535,Rural,Airtel,37.2,136.6,4993.0,Postpaid,0,9,4.2,Yes,Yes
CUST0536,Rural,Airtel,35.6,67.6,3340.0,Postpaid,1,50,3.2,No,No
CUST0537,Rural,Airtel,33.7,205.6,4118.0,Prepaid,1,28,0.0,Yes,No
CUST0538,Urban,Dialog,21.8,146.2,4956.0,Prepaid,2,11,0.0,No,Yes
CUST0539,Urban,Airtel,19.3,100.0,4532.0,Postpaid,1,116,4.1,No,No
CUST0540,Urban,Airtel,28.3,82.7,2091.0,Postpaid,3,96,9.5,Yes,No
CUST0541,Rural,SLT,34.3,114.8,3945.0,Prepaid,0,75,5.1,No,No
CUST0542,Rural,Airtel,22.8,150.6,4351.0,Postpaid,1,88,8.1,No,Yes
CUST0543,Urban,Airtel,35.7,118.7,4392.0,Prepaid,1,56,1.5,Yes,No
CUST0544,Rural,SLT,39.5,109.1,2387.0,Postpaid,3,79,5.8,No,Yes
CUST0545,Rural,Dialog,15.8,122.9,2843.0,Postpaid,3,105,2.9,No,No
CUST0546,Urban,SLT,16.6,89.8,4495.0,Prepaid,1,35,2.8,No,No
CUST0547,Urban,Dialog,23.6,102.8,2738.0,Postpaid,1,81,7.2,No,No
CUST0548,Rural,SLT,28.1,15.7,3200.0,Prepaid,1,25,4.6,No,No
CUST0549,Urban,SLT,19.8,168.7,5076.0,Prepaid,1,113,0.8,No,No
CUST0550,Rural,Dialog,38.5,134.9,3452.0,Prepaid,1,99,5.3,No,Yes
CUST0551,Urban,Dialog,29.2,81.3,2773.0,Prepaid,1,19,2.9,Yes,No
CUST0552,Rural,Dialog,25.4,214.9,2622.0,Prepaid,0,105,0.7,No,Yes
CUST0553,Urban,Airtel,10.6,124.4,3833.0,Postpaid,0,31,2.0,Yes,Yes
CUST0554,Urban,Mobitel,11.8,68.2,2167.0,Postpaid,1,81,11.1,No,No
CUST0555,Rural,Dialog,27.8,162.8,3253.0,Prepaid,2,119,8.6,No,No
CUST0556,Urban,Mobitel,3.7,139.9,3833.0,Postpaid,1,50,0.0,No,No
CUST0557,Urban,SLT,35.1,139.7,4799.0,Postpaid,1,87,4.4,Yes,No
CUST0558,Urban,Dialog,23.4,98.7,4168.0,Postpaid,0,63,4.7,No,No
CUST0559,Rural,Dialog,57.4,142.5,2786.0,Postpaid,2,47,4.2,Yes,No
CUST0560,Rural,SLT,48.1,106.9,4678.0,Prepaid,1,1,3.0,No,Yes
CUST0561,Rural,Airtel,23.2,147.8,3200.0,Prepaid,2,58,7.2,No,No
CUST0562,Urban,Airtel,23.9,24.8,2264.0,Postpaid,0,10,7.8,No,No
CUST0563,Urban,Dialog,35.0,98.3,3328.0,Prepaid,0,8,8.1,Yes,No
CUST0564,Urban,Dialog,42.0,206.1,4938.0,Prepaid,1,106,6.0,No,No
CUST0565,Urban,SLT,8.6,81.6,3665.0,Prepaid,2,26,6.8,No,No
CUST0566,Urban,Dialog,7.1,89.8,3513.0,Prepaid,1,34,4.0,No,No
CUST0567,Urban,Dialog,18.8,97.6,5137.0,Prepaid,2,19,0.3,No,No
CUST0568,Urban,Dialog,30.8,59.3,2069.0,Prepaid,1,78,0.2,Yes,Yes
CUST0569,Rural,Airtel,30.0,9.6,2214.0,Prepaid,0,72,2.4,No,No
CUST0570,Urban,Mobitel,35.7,108.5,1884.0,Postpaid,1,115,4.4,No,No
CUST0571,Urban,SLT,13.0,126.8,3873.0,Postpaid,1,1,1.2,No,Yes
CUST0572,Rural,Mobitel,1.8,117.4,3666.0,Prepaid,1,48,1.6,No,No
CUST0573,Urban,Dialog,33.6,112.8,5043.0,Prepaid,2,25,3.9,Yes,No
CUST0574,Rural,SLT,16.7,122.2,3743.0,Prepaid,0,24,7.6,No,No
CUST0575,Rural,Dialog,4.8,171.1,3096.0,Prepaid,1,47,6.0,Yes,Yes
CUST0576,Rural,SLT,26.5,110.5,3502.0,Prepaid,0,84,2.4,No,No
CUST0577,Urban,Mobitel,32.9,91.3,3618.0,Prepaid,0,94,5.1,No,No
CUST0578,Rural,SLT,23.8,105.9,1828.0,Postpaid,3,69,1.0,No,Yes
CUST0579,Urban,Dialog,20.4,149.0,6210.0,Postpaid,3,67,2.4,No,No
CUST0580,Urban,SLT,23.4,190.6,4020.0,Prepaid,0,32,0.0,Yes,No
CUST0581,Urban,Dialog,21.3,88.6,3710.0,Prepaid,1,17,6.3,Yes,No
CUST0582,Rural,Airtel,11.5,124.9,4115.0,Postpaid,0,61,4.2,Yes,No
CUST0583,Urban,SLT,17.9,136.9,4209.0,Postpaid,0,106,4.5,Yes,No
CUST0584,Urban,SLT,30.2,70.4,3359.0,Postpaid,2,69,7.4,No,No
CUST0585,Rural,SLT,28.2,121.0,2869.0,Postpaid,3,11,2.0,Yes,No
CUST0586,Urban,SLT,26.7,46.7,4099.0,Prepaid,0,38,6.4,No,No
CUST0587,Urban,Dialog,15.0,31.5,3886.0,Prepaid,1,68,11.0,No,Yes
CUST0588,Urban,SLT,23.2,138.3,2690.0,Postpaid,1,103,2.1,No,No
